frequency[Hz],flange_omega_z[rad/s],flange_alpha_z[rad/s2],cycloid_acc_xy[m/s2]
3.103463469087625526e+03,9.234348480174903118e-09,2.356167816921150783e-04,6.690298201119892346e-03
3.104639914678637069e+03,6.398131748445168714e-09,2.355157235691525896e-04,7.648466288219286577e-03
3.105816360269648158e+03,1.423122630764007127e-08,2.350831892573271482e-04,1.030887717198438781e-02
3.106992805860659246e+03,1.881378859862100161e-08,2.897191883962511503e-04,6.249380351983298103e-03
3.108169251451670789e+03,4.366151377643219962e-09,2.504259828791173710e-04,1.147920990497028684e-02
3.109345697042681877e+03,7.701954106905716027e-09,1.070498463290586852e-04,1.850386899780684380e-02
3.110522142633692965e+03,6.310039141145579959e-09,5.525210523071503012e-05,1.330284609218111008e-02
3.111698588224704508e+03,7.644690434536925237e-09,2.525403042339613110e-04,1.075136121021987197e-02
3.112875033815715597e+03,7.565761963818708026e-09,2.798269405518576981e-04,1.458836563211527229e-02
3.114051479406726685e+03,3.677000943243912921e-09,1.223073105859964218e-04,3.640404016352540711e-03
3.115227924997738228e+03,9.992290136434863387e-09,1.557816865107596082e-04,1.023808561732923034e-02
3.116404370588749316e+03,4.905325179506861068e-09,1.774474869561856445e-04,1.291604272113968353e-02
3.117580816179760404e+03,1.573512136498940912e-08,3.788166205434931907e-04,8.002186001812459579e-03
3.118757261770771493e+03,2.211990072329104560e-08,3.299344658917132181e-04,4.528030787324269744e-03
3.119933707361783036e+03,1.062911165890653864e-08,1.136172531531658088e-04,6.005079181862880630e-03
3.121110152952794124e+03,6.953933735435447299e-09,1.257179699392774847e-04,3.504854734643679179e-03
3.122286598543805212e+03,6.278019942864223652e-09,1.747163881354992442e-04,8.120765201431687577e-03
3.123463044134816755e+03,2.771707334164129808e-09,2.118640419824955267e-04,2.100374942636505649e-03
3.124639489725827843e+03,1.459669211968745716e-08,1.630789077638089861e-04,2.844205451580556626e-03
3.125815935316838932e+03,1.236644339196927111e-08,7.942451546368396113e-05,6.084152962495081689e-03
3.126992380907850475e+03,1.801093077830855102e-08,1.160495790641703659e-04,4.873465539949734665e-03
3.128168826498861563e+03,2.402842558831188352e-08,2.538063852768443116e-04,7.135694194599026714e-03
3.129345272089872651e+03,1.263230209325396051e-08,3.922430201435481980e-04,6.178095379300413761e-03
3.130521717680884194e+03,9.443971144876418434e-09,3.210474337911963004e-04,2.869856564210100571e-03
3.131698163271895282e+03,3.225829173920384669e-08,5.591026558653522773e-04,7.071074093861204508e-03
3.132874608862906371e+03,4.000959989361594124e-08,1.310610418589333147e-03,2.237695923383594895e-02
3.134051054453917459e+03,5.929391467526949572e-08,1.532663451936191025e-03,2.485546645922149384e-02
3.135227500044929002e+03,5.075602775130058874e-08,1.050675730052618448e-03,1.420644318902778390e-02
3.136403945635940090e+03,2.057568052728250852e-08,6.941535138066140965e-04,6.758820949248701797e-03
3.137580391226951178e+03,2.982866883949349574e-08,8.261471077419688331e-04,7.862182598322577792e-03
3.138756836817962721e+03,3.698668426019801036e-08,7.419947428403177387e-04,6.581579136086907096e-03
3.139933282408973810e+03,2.303847051226619876e-08,4.447498894256913886e-04,6.668589921445181382e-03
3.141109727999984898e+03,1.162584014430988463e-08,3.181667594891272855e-04,8.971847804564565820e-03
3.142286173590996441e+03,4.774162786038755507e-09,8.712432039907878369e-05,6.800266550431601463e-03
3.143462619182007529e+03,6.580558644644259741e-09,3.001828730516116028e-04,6.230013207578975233e-03
3.144639064773018617e+03,7.049399252386594578e-09,3.259928453833034457e-04,5.561660202718597505e-03
3.145815510364030160e+03,1.082258351558950403e-08,2.196212314443564135e-04,1.110430447022418658e-02
3.146991955955041249e+03,1.621273169646074214e-08,1.726833702943040899e-04,1.856806750278690993e-02
3.148168401546052337e+03,1.229090184777529773e-08,2.004512653347549362e-04,2.230954622539027890e-02
3.149344847137063880e+03,4.885019541767754627e-09,2.029242001322770401e-04,1.900843824497837689e-02
3.150521292728074968e+03,1.691684147610610315e-08,2.073205248429463255e-04,1.640159447595333775e-02
3.151697738319086056e+03,2.268447238211067892e-08,2.185184501345047137e-04,1.596908034264777829e-02
3.152874183910097599e+03,1.550640698070848123e-08,1.191439529914006449e-04,9.021103659708719011e-03
3.154050629501108688e+03,1.206611358469731265e-08,3.587873994110311101e-05,1.139774324150861530e-02
3.155227075092119776e+03,1.643542184592536214e-08,1.598273691682372663e-04,7.821777785880011484e-04
3.156403520683130864e+03,9.947603124155455647e-09,3.071209539750763165e-04,1.002130810434809748e-02
3.157579966274142407e+03,8.617865365656271522e-09,2.446353232634419393e-04,6.767350238290941768e-03
3.158756411865153495e+03,1.210532585886885220e-08,9.506505750989183981e-05,5.427177813247393949e-03
3.159932857456164584e+03,1.020902974851732608e-08,3.944804254412131469e-05,6.647941145365937263e-03
3.161109303047176127e+03,1.196096951027918048e-08,8.353927922452701875e-05,1.791393530995517153e-02
3.162285748638187215e+03,1.926918777020299789e-08,4.054848981549449036e-04,1.751737347301622269e-02
3.163462194229198303e+03,7.178136350169712091e-09,3.611314687936305920e-04,8.261640543061919001e-03
3.164638639820209846e+03,8.701537728252084793e-09,1.476456400903550822e-04,7.881910551468395906e-03
3.165815085411220934e+03,4.577026585579406777e-09,3.575913402303360230e-04,7.703386003950467992e-03
3.166991531002232023e+03,3.328550232136872509e-08,7.345120107383447741e-04,1.593516977785481778e-02
3.168167976593243566e+03,4.982891598063252092e-08,1.130124907339983024e-03,1.993722257471742046e-02
3.169344422184254654e+03,3.804253016392201239e-08,1.168993702521423312e-03,1.616549368018083827e-02
3.170520867775265742e+03,3.501916579839540264e-08,1.068064801876633966e-03,1.477440903460083832e-02
3.171697313366276830e+03,4.172275096649418818e-08,9.915724436089746671e-04,1.374017932496978713e-02
3.172873758957288373e+03,3.610681743866331355e-08,8.906944445027467107e-04,1.099619794917155134e-02
3.174050204548299462e+03,1.813467299312816555e-08,5.976641189879151449e-04,1.363479199100938420e-02
3.175226650139310550e+03,8.424963078608607247e-09,3.471577476250034197e-04,1.128080667846081270e-02
3.176403095730322093e+03,1.140039341031579011e-08,3.532324708993385474e-04,7.291009275662749776e-03
3.177579541321333181e+03,1.151715412077691681e-08,3.187554774326841465e-04,7.699326980456864394e-03
3.178755986912344270e+03,7.308354136090308225e-09,9.103055073271476376e-05,6.113403509746066430e-03
3.179932432503355813e+03,7.748322728584345667e-09,7.761741111296638200e-05,5.701836101000151875e-03
3.181108878094366901e+03,1.518769581047665511e-08,7.367018308760188720e-05,7.286496497464573820e-03
3.182285323685377989e+03,1.427329262174469610e-08,3.984948663879231520e-04,3.942413465792822362e-03
3.183461769276389532e+03,8.681532124250466583e-09,3.780307573621757519e-04,8.164600763775264544e-03
3.184638214867400620e+03,2.214440064941709488e-08,2.586029553030273591e-04,1.148796775055203889e-02
3.185814660458411709e+03,1.708852590215379743e-08,4.562325828484971595e-04,1.956728819845104592e-02
3.186991106049423252e+03,3.720443545052131403e-09,3.295307373940796329e-04,2.041371150624092523e-02
3.188167551640434340e+03,7.800334578800414217e-09,9.662911540060255245e-05,1.480905744440848791e-02
3.189343997231445428e+03,1.282294636839376913e-08,1.417263377837022452e-04,3.838461807547770017e-03
3.190520442822456971e+03,1.448246633237560101e-08,8.539125857475950057e-05,1.576757025966259163e-02
3.191696888413468059e+03,1.196580719937446699e-08,3.673190678344721003e-05,8.276590455946935057e-03
3.192873334004479148e+03,9.121872472241644672e-09,1.489785139493220070e-04,5.619200413342720704e-03
3.194049779595490236e+03,7.273249984859038207e-09,1.716659410603293978e-04,9.381104575925728467e-03
3.195226225186501779e+03,7.729032462559530426e-09,2.530055021532793134e-05,7.403051730716199257e-03
3.196402670777512867e+03,5.262230734057641519e-09,9.973220005826666495e-05,4.036465528639478911e-03
3.197579116368523955e+03,1.311955250877320560e-08,1.275773865524448944e-04,7.822348434901644013e-03
3.198755561959535498e+03,7.125714201807813454e-09,4.016420417191152105e-04,7.839573157899213524e-03
3.199932007550546587e+03,1.248017401856500092e-08,3.745736251726128493e-04,1.045907611379285826e-02
3.201108453141557675e+03,2.091722330409217632e-08,1.151707750983374387e-04,6.983207952507812163e-03
3.202284898732569218e+03,9.151435108182806535e-09,2.302320919494125215e-04,1.682899415771571972e-03
3.203461344323580306e+03,1.388478800255902567e-08,3.387396209822796057e-04,8.429963030705525315e-03
3.204637789914591394e+03,2.096651431924135008e-08,3.782328841411647879e-04,1.738527664409303397e-02
3.205814235505602937e+03,2.618333991997374935e-08,4.411686890673943186e-04,1.574920510230363654e-02
3.206990681096614026e+03,2.070818553442694983e-08,4.596392290771931632e-04,1.126465189721923520e-02
3.208167126687625114e+03,1.307028529527702918e-08,5.170314576155228851e-04,7.772855724891967154e-03
3.209343572278636202e+03,2.749313116289946280e-08,5.844217218698363747e-04,3.248109399494644722e-03
3.210520017869647745e+03,3.691889087474896966e-08,8.421391174608231812e-04,9.243913600666422287e-03
3.211696463460658833e+03,2.765949843128130040e-08,9.070103163875425532e-04,8.933294609017079432e-03
3.212872909051669922e+03,1.731871981234116527e-08,4.861375424989461402e-04,6.704538688643458134e-04
3.214049354642681465e+03,1.910221596088822450e-08,3.276137882598857318e-04,6.449619974503647234e-03
3.215225800233692553e+03,2.424467060496569816e-08,5.210995971077719922e-04,3.023042537375375191e-03
3.216402245824703641e+03,4.434925715027835192e-09,3.701602976107314894e-04,4.252133511382283695e-03
3.217578691415715184e+03,3.362922658536373043e-09,2.923810521784547312e-04,8.368940643315780914e-03
3.218755137006726272e+03,1.082924417209788667e-08,1.490052112002593896e-04,5.332584428926724456e-03
3.219931582597737361e+03,8.223241370033725736e-09,1.368684519209665553e-04,4.932489789764281721e-03
3.221108028188748904e+03,1.510437564802464531e-08,2.440631984616224183e-04,1.251725977476476209e-02
3.222284473779759992e+03,4.744522934050969082e-09,2.586829698410287085e-04,1.819669251434271467e-02
3.223460919370771080e+03,1.373144218637356361e-08,1.079791703688926359e-04,1.306092987652136654e-02
3.224637364961782623e+03,7.651181714895286306e-09,3.352643512226516505e-04,6.011102003214916119e-03
3.225813810552793711e+03,9.458876490677162507e-09,2.560736958549627890e-04,1.351367806407544926e-02
3.226990256143804800e+03,1.146856284947394169e-08,1.175893603913433027e-04,1.922561857611775754e-02
3.228166701734816343e+03,1.109874236839942876e-08,4.953918581944314676e-05,1.615222057889911106e-02
3.229343147325827431e+03,5.593191409314623448e-09,8.396149511027588893e-05,9.205477430199386635e-03
3.230519592916838519e+03,2.903685609095558667e-09,7.021103218786873981e-05,4.577244097115421018e-03
3.231696038507849607e+03,7.080727878742023184e-09,1.022730353348097460e-04,8.388397749247643656e-03
3.232872484098861150e+03,5.044101238768926664e-09,1.442596273927462781e-04,1.275940892271081040e-02
3.234048929689872239e+03,7.267123624272731993e-09,3.809776473025444052e-05,7.989226953431795633e-03
3.235225375280883327e+03,4.486893713194337212e-09,1.972415743741693923e-04,6.002060532562515822e-03
3.236401820871894870e+03,1.427987478973494927e-08,1.697214980073846898e-04,5.283310356873494561e-03
3.237578266462905958e+03,1.263225264272220245e-08,2.873552667979579014e-04,6.235055246805128182e-03
3.238754712053917046e+03,7.135718162540780705e-09,5.008531941918985476e-05,6.236636477018774570e-03
3.239931157644928589e+03,1.170272484542325743e-08,3.478635039120497961e-04,3.954357797035630562e-03
3.241107603235939678e+03,9.276007006066084746e-09,3.747553967995764313e-04,3.029896835553725406e-03
3.242284048826950766e+03,1.628714144214707660e-08,3.256282875020561859e-04,7.681774932023645482e-03
3.243460494417962309e+03,2.194102805178388206e-08,3.909577044765303786e-04,8.217714877721252545e-03
3.244636940008973397e+03,1.590054955163083530e-08,4.981710214281588871e-04,6.362977869014824206e-03
3.245813385599984485e+03,1.767457852383178888e-08,6.867177515249631289e-04,6.607476171357438803e-03
3.246989831190995574e+03,3.783387621213910387e-08,7.511371628757544704e-04,1.266789700609278688e-02
3.248166276782007117e+03,3.460967642838245904e-08,5.668283882246347464e-04,1.136480363973712063e-02
3.249342722373018205e+03,2.422821815094099688e-08,5.256354953284451351e-04,7.434642347736034398e-03
3.250519167964029293e+03,7.243013234632218367e-09,6.619341905220480979e-04,1.379283929908971251e-02
3.251695613555040836e+03,2.210922086218334611e-08,5.359422065551596673e-04,1.564715300001659828e-02
3.252872059146051924e+03,2.291364792028532852e-08,3.919552284798302538e-04,1.055624291612048543e-02
3.254048504737063013e+03,2.630543317258095000e-08,4.909813632589165797e-04,8.993225941126534867e-03
3.255224950328074556e+03,1.997286786163647375e-08,4.388676783076873736e-04,1.154627846655294048e-02
3.256401395919085644e+03,8.374768521980150492e-09,2.721496397623912968e-04,1.390300964934567188e-02
3.257577841510096732e+03,3.881052867609823692e-09,1.863338028688144878e-04,1.269642151351347940e-02
3.258754287101108275e+03,6.560967527039056433e-09,2.223687231018928396e-04,7.880052817766958553e-03
3.259930732692119363e+03,8.507080202407610517e-09,2.374713788893060011e-04,4.930016259727352211e-03
3.261107178283130452e+03,7.351486081492057353e-09,2.009134481806318677e-04,5.069805902137390109e-03
3.262283623874141995e+03,6.887935637753831282e-09,1.805913940773565686e-04,3.508779487501976352e-03
3.263460069465153083e+03,3.241912303947673498e-09,1.502278046123182976e-04,4.705111688658323611e-03
3.264636515056164171e+03,5.751838469826570491e-10,5.776208886077285941e-05,7.373404617183452851e-03
3.265812960647175714e+03,7.131700618276459968e-09,2.295422038806837442e-04,7.527259318797567891e-03
3.266989406238186803e+03,1.070069905976841592e-08,2.771136442141458969e-04,8.534647932573162163e-03
3.268165851829197891e+03,9.161464618633845690e-09,2.557729155385131967e-04,8.281237008904467761e-03
3.269342297420208979e+03,8.970040021082352039e-09,1.687010569204799360e-04,7.382836864622071248e-03
3.270518743011220522e+03,6.417739887027558661e-09,9.911119033389333372e-05,7.364645368755576814e-03
3.271695188602231610e+03,9.931563366462237336e-09,1.100892122608559281e-04,4.036553376840433874e-03
3.272871634193242699e+03,1.835052866799914190e-08,4.930314624657825776e-04,5.264557270358154704e-03
3.274048079784254242e+03,1.278302497611195771e-08,4.201617121048760472e-04,4.583767976534446065e-03
3.275224525375265330e+03,6.529376540629496379e-09,2.063863124541563242e-04,9.630292412946475991e-03
3.276400970966276418e+03,1.790346723775769711e-09,1.912489823107608458e-04,9.053853414489733062e-03
3.277577416557287961e+03,1.402418823187546693e-08,1.721130256764832076e-04,2.648750700480442810e-03
3.278753862148299049e+03,1.895796141309835970e-08,2.343799720400890180e-04,1.276082561022218870e-02
3.279930307739310138e+03,1.645774355937929609e-08,2.784651558595090939e-04,1.529493266649910657e-02
3.281106753330321681e+03,1.445356760959605882e-08,3.869703596864262495e-04,1.072261649249469685e-02
3.282283198921332769e+03,7.831417117101103588e-09,5.072699545248870534e-04,1.145423135014097052e-02
3.283459644512343857e+03,1.046946410055384872e-08,3.354425422662030555e-04,8.230506609127833523e-03
3.284636090103354945e+03,1.144968974831042023e-08,2.705058338334041107e-04,6.585158435753695090e-03
3.285812535694366488e+03,1.959529998907813957e-08,4.125392119994773961e-04,9.533804282399865535e-03
3.286988981285377577e+03,1.361887072926579023e-08,2.946456940044438742e-04,6.242814257620656754e-03
3.288165426876388665e+03,1.163959790261633377e-08,2.971629367614165500e-04,8.593153460088187243e-03
3.289341872467400208e+03,1.211990317615210261e-08,3.863261010398713895e-04,9.169081015994546766e-03
3.290518318058411296e+03,1.802021577678603756e-08,5.152429455823745105e-04,7.962839380724499871e-03
